ParticipantNumber,Vest,7,9,trial_name,trial_number,key_pressed,correctness,RT,question,picture,type,key1,key2,expected,QUD,pitch,startDate,startTime,experiment_id,Unnamed: 18
6,False,green or low pitch,red or high pitch,forced_choice_sound,3,7,correct,716,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,4,9,correct,622,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,5,9,correct,10491,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,6,9,correct,1235,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,7,7,correct,903,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,8,9,correct,858,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,9,7,correct,860,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,10,7,correct,951,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,11,7,correct,672,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,12,9,incorrect,665,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,pauseScreen,2,7,correct,1758,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,574,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,2,9,correct,951,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,3,7,correct,765,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,4,9,correct,623,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,5,7,correct,527,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,6,7,correct,2600,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,7,7,correct,766,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,8,7,correct,765,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,9,7,correct,621,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,10,9,correct,718,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,11,9,correct,432,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,12,7,correct,859,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,13,9,correct,527,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,14,7,incorrect,946,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,15,7,correct,861,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,16,7,correct,806,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,17,7,correct,530,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,18,9,correct,861,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,19,9,correct,1230,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
6,False,green or low pitch,red or high pitch,forced_choice_sound,20,9,correct,907,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 15:16:19 GMT+0100 (Mitteleuropäische Normalzeit),1678198579534,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,pauseScreen,1,7,incorrect,526,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,667,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,2,7,correct,666,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,3,7,incorrect,1047,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,4,7,incorrect,811,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,5,9,incorrect,906,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,6,9,correct,624,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,7,7,correct,575,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,8,9,correct,578,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,9,7,correct,531,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,10,7,incorrect,1187,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,11,9,correct,1096,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,12,7,incorrect,526,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,13,7,incorrect,579,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,14,7,correct,671,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,15,9,incorrect,762,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,16,7,correct,1003,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,17,9,incorrect,952,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,18,9,incorrect,761,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,19,9,correct,671,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,True,green or low pitch,red or high pitch,forced_choice_sound,20,9,incorrect,1090,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:35:28 GMT+0100 (Mitteleuropäische Normalzeit),1678203328255,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,pauseScreen,1,7,incorrect,2174,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,903,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,2,7,incorrect,1374,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,3,9,correct,762,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,4,7,incorrect,955,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,5,7,correct,718,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,6,9,incorrect,906,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,7,9,incorrect,905,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,8,7,correct,766,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,9,7,correct,624,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,10,9,incorrect,1094,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,11,9,correct,579,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,12,7,incorrect,952,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,pauseScreen,2,7,correct,2981,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,530,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,2,7,correct,1092,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,3,9,correct,767,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,4,7,correct,671,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,5,9,incorrect,1327,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,6,9,correct,579,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,7,7,correct,1093,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,8,7,correct,622,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,9,9,incorrect,1187,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,10,9,correct,579,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,11,7,correct,624,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,12,9,incorrect,904,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,13,9,incorrect,857,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,14,7,incorrect,1236,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,15,9,correct,579,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,16,7,incorrect,908,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,17,7,correct,578,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,18,7,incorrect,955,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,19,7,incorrect,762,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
7,False,green or low pitch,red or high pitch,forced_choice_sound,20,7,incorrect,720,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 16:34:23 GMT+0100 (Mitteleuropäische Normalzeit),1678203263983,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,pauseScreen,1,9,correct,1015,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,578,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,2,9,correct,995,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,3,9,correct,715,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,4,7,correct,764,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,5,9,correct,628,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,6,7,correct,617,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,7,7,correct,813,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,8,7,correct,620,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,9,7,correct,573,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,10,9,correct,763,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,11,7,correct,671,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,12,9,correct,623,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,13,9,correct,769,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,14,9,correct,669,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,15,7,correct,715,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,16,7,correct,574,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,17,7,correct,720,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,18,9,correct,577,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,19,7,correct,809,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
8,True,green or low pitch,red or high pitch,forced_choice_sound,20,9,correct,624,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Wed Mar 08 2023 13:36:45 GMT+0100 (Mitteleuropäische Normalzeit),1678279005584,INSERT_A_NUMBER,
